TIME(y) R_IN(t) R_OUT(t) STOCK(t)  
72.6667 2050 1881.11 1881.11
72.75 2050 1881.11 1881.11
72.8333 2050 1881.11 1881.11
72.9167 2050 1881.11 1881.11
73 2050 1881.11 1881.11
73.0833 2050 1881.11 1881.11
73.1667 2050 1881.11 1881.11
73.25 2050 1881.11 1881.11
73.3333 2050 1881.11 1881.11
73.4167 2050 1881.11 1881.11
73.5 2050 1881.11 1881.11
73.5833 2050 1881.11 1881.11
73.6667 2050 1881.11 1881.11
73.75 2050 1881.11 1881.11
73.8333 2050 1881.11 1881.11
73.9167 2050 1881.11 1881.11
74 2050 1881.11 1881.11
74.0833 2050 1881.11 1881.11
74.1667 2050 1881.11 1881.11
74.25 2050 1881.11 1881.11
74.3333 2050 1881.11 1881.11
74.4167 2050 1881.11 1881.11
74.5 2050 1881.11 1881.11
74.5833 2050 1881.11 1881.11
74.6667 2050 1881.11 1881.11
74.75 2050 1881.11 1881.11
74.8333 2050 1881.11 1881.11
74.9167 2050 1881.11 1881.11
75 2050 1881.11 1881.11
75.0833 2132 1959.5 1959.49
75.1667 2132 1959.5 1959.49
75.25 2132 1959.5 1959.49
75.3333 2132 1959.5 1959.49
75.4167 2132 1959.5 1959.49
75.5 2132 1959.5 1959.49
75.5833 2132 1959.5 1959.49
75.6667 2132 1959.5 1959.49
75.75 2132 1959.5 1959.49
75.8333 2132 1959.5 1959.49
75.9167 2132 1959.5 1959.49
76 2132 1959.5 1959.49
76.0833 2132 1959.5 1959.49
76.1667 2132 1959.5 1959.49
76.25 2132 1959.5 1959.49
76.3333 2132 1959.5 1959.49
76.4167 2132 1959.5 1959.49
76.5 2132 1959.5 1959.49
76.5833 2132 1959.5 1959.49
76.6667 2132 1959.5 1959.49
76.75 2132 1959.5 1959.49
76.8333 2132 1959.5 1959.49
76.9167 2132 1959.5 1959.49
77 2132 1959.5 1959.49
77.0833 2132 1959.5 1959.49
77.1667 2132 1959.5 1959.49
77.25 2132 1959.5 1959.49
77.3333 2132 1959.5 1959.49
77.4167 2132 1959.5 1959.49
77.5 2132 1959.5 1959.49
77.5833 2132 1959.5 1959.49
77.6667 2132 1959.5 1959.49
77.75 2132 1959.5 1959.49
77.8333 2132 1959.5 1959.49
77.9167 2132 1959.5 1959.49
78 2132 1959.5 1959.49
78.0833 2214 2037.88 2037.87
78.1667 2214 2037.88 2037.87
78.25 2214 2037.88 2037.87
78.3333 2214 2037.88 2037.87
78.4167 2214 2037.88 2037.87
78.5 2214 2037.88 2037.87
78.5833 2214 2037.88 2037.87
78.6667 2214 2037.88 2037.87
78.75 2214 2037.88 2037.87
78.8333 2214 2037.88 2037.87
78.9167 2214 2037.88 2037.87
79 2214 2037.88 2037.87
79.0833 2214 2037.88 2037.87
79.1667 2214 2037.88 2037.87
79.25 2214 2037.88 2037.87
79.3333 2214 2037.88 2037.87
79.4167 2214 2037.88 2037.87
79.5 2214 2037.88 2037.87
79.5833 2214 2037.88 2037.87
79.6667 2214 2037.88 2037.87
79.75 2214 2037.88 2037.87
79.8333 2214 2037.88 2037.87
79.9167 2214 2037.88 2037.87
80 2214 2037.88 2037.87
80.0833 2214 2037.88 2037.87
80.1667 2214 2037.88 2037.87
80.25 2214 2037.88 2037.87
80.3333 2214 2037.88 2037.87
80.4167 2214 2037.88 2037.87
80.5 2214 2037.88 2037.87
80.5833 2214 2037.88 2037.87
80.6667 2214 2037.88 2037.87
80.75 2214 2037.88 2037.87
80.8333 2214 2037.88 2037.87
80.9167 2214 2037.88 2037.87
81 2214 2037.88 2037.87
81.0833 2296 2116.26 2116.25
81.1667 2296 2116.26 2116.25
81.25 2296 2116.26 2116.25
81.3333 2296 2116.26 2116.25
81.4167 2296 2116.26 2116.25
81.5 2296 2116.26 2116.25
81.5833 2296 2116.26 2116.25
81.6667 2296 2116.26 2116.25
81.75 2296 2116.26 2116.25
81.8333 2296 2116.26 2116.25
81.9167 2296 2116.26 2116.25
82 2296 2116.26 2116.25
82.0833 2296 2116.26 2116.25
82.1667 2296 2116.26 2116.25
82.25 2296 2116.26 2116.25
82.3333 2296 2116.26 2116.25
82.4167 2296 2116.26 2116.25
82.5 2296 2116.26 2116.25
82.5833 2296 2116.26 2116.25
82.6667 2296 2116.26 2116.25
82.75 2296 2116.26 2116.25
82.8333 2296 2116.26 2116.25
82.9167 2296 2116.26 2116.25
83 2296 2116.26 2116.25
83.0833 2296 2116.26 2116.25
83.1667 2296 2116.26 2116.25
83.25 2296 2116.26 2116.25
83.3333 2296 2116.26 2116.25
83.4167 2296 2116.26 2116.25
83.5 2296 2116.26 2116.25
83.5833 2296 2116.26 2116.25
83.6667 2296 2116.26 2116.25
83.75 2296 2116.26 2116.25
83.8333 2296 2116.26 2116.25
83.9167 2296 2116.26 2116.25
84 2296 2116.26 2116.25
84.0833 2378 2194.64 2194.63
84.1667 2378 2194.64 2194.63
84.25 2378 2194.64 2194.63
84.3333 2378 2194.64 2194.63
84.4167 2378 2194.64 2194.63
84.5 2378 2194.64 2194.63
84.5833 2378 2194.64 2194.63
84.6667 2378 2194.64 2194.63
84.75 2378 2194.64 2194.63
84.8333 2378 2194.64 2194.63
84.9167 2378 2194.64 2194.63
85 2378 2194.64 2194.63
85.0833 2378 2194.64 2194.63
85.1667 2378 2194.64 2194.63
85.25 2378 2194.64 2194.63
85.3333 2378 2194.64 2194.63
85.4167 2378 2194.64 2194.63
85.5 2378 2194.64 2194.63
85.5833 2378 2194.64 2194.63
85.6667 2378 2194.64 2194.63
85.75 2378 2194.64 2194.63
85.8333 2378 2194.64 2194.63
85.9167 2378 2194.64 2194.63
86 2378 2194.64 2194.63
86.0833 2378 2194.64 2194.63
86.1667 2378 2194.64 2194.63
86.25 2378 2194.64 2194.63
86.3333 2378 2194.64 2194.63
86.4167 2378 2194.64 2194.63
86.5 2378 2194.64 2194.63
86.5833 2378 2194.64 2194.63
86.6667 2378 2194.64 2194.63
86.75 2378 2194.64 2194.63
86.8333 2378 2194.64 2194.63
86.9167 2378 2194.64 2194.63
87 2378 2194.64 2194.63
87.0833 2460 2273.02 2273.01
87.1667 2460 2273.02 2273.01
87.25 2460 2273.02 2273.01
87.3333 2460 2273.02 2273.01
87.4167 2460 2273.02 2273.01
87.5 2460 2273.02 2273.01
87.5833 2460 2273.02 2273.01
87.6667 2460 2273.02 2273.01
87.75 2460 2273.02 2273.01
87.8333 2460 2273.02 2273.01
87.9167 2460 2273.02 2273.01
88 2460 2273.02 2273.01
88.0833 2460 2273.02 2273.01
88.1667 2460 2273.02 2273.01
88.25 2460 2273.02 2273.01
88.3333 2460 2273.02 2273.01
88.4167 2460 2273.02 2273.01
88.5 2460 2273.02 2273.01
88.5833 2460 2273.02 2273.01
88.6667 2460 2273.02 2273.01
88.75 2460 2273.02 2273.01
88.8333 2460 2273.02 2273.01
88.9167 2460 2273.02 2273.01
89 2460 2273.02 2273.01
89.0833 2460 2273.02 2273.01
89.1667 2460 2273.02 2273.01
89.25 2460 2273.02 2273.01
89.3333 2460 2273.02 2273.01
89.4167 2460 2273.02 2273.01
89.5 2460 2273.02 2273.01
89.5833 2460 2273.02 2273.01
89.6667 2460 2273.02 2273.01
89.75 2460 2273.02 2273.01
89.8333 2460 2273.02 2273.01
89.9167 2460 2273.02 2273.01
90 2460 2273.02 2273.01
90.0833 2542 2351.41 2351.4
90.1667 2542 2351.41 2351.4
90.25 2542 2351.41 2351.4
90.3333 2542 2351.41 2351.4
90.4167 2542 2351.41 2351.4
90.5 2542 2351.41 2351.4
90.5833 2542 2351.41 2351.4
90.6667 2542 2351.41 2351.4
90.75 2542 2351.41 2351.4
90.8333 2542 2351.41 2351.4
90.9167 2542 2351.41 2351.39
91 2542 2351.41 2351.39
91.0833 2542 2351.41 2351.39
91.1667 2542 2351.41 2351.39
91.25 2542 2351.41 2351.39
91.3333 2542 2351.41 2351.39
91.4167 2542 2351.41 2351.39
91.5 2542 2351.41 2351.39
91.5833 2542 2351.41 2351.39
91.6667 2542 2351.41 2351.39
91.75 2542 2351.41 2351.39
91.8333 2542 2351.41 2351.39
91.9167 2542 2351.41 2351.39
92 2542 2351.41 2351.39
92.0833 2542 2351.41 2351.39
92.1667 2542 2351.41 2351.39
92.25 2542 2351.41 2351.39
92.3333 2542 2351.41 2351.39
92.4167 2542 2351.41 2351.39
92.5 2542 2351.41 2351.39
92.5833 2542 2351.41 2351.39
92.6667 2542 2351.41 2351.39
92.75 2542 2351.41 2351.39
92.8333 2542 2351.41 2351.39
92.9167 2542 2351.41 2351.39
93 2542 2351.41 2351.39
93.0833 2624 2429.79 2429.78
93.1667 2624 2429.79 2429.78
93.25 2624 2429.79 2429.78
93.3333 2624 2429.79 2429.78
93.4167 2624 2429.79 2429.78
93.5 2624 2429.79 2429.78
93.5833 2624 2429.79 2429.78
93.6667 2624 2429.79 2429.78
93.75 2624 2429.79 2429.78
93.8333 2624 2429.79 2429.78
93.9167 2624 2429.79 2429.78
94 2624 2429.79 2429.78
94.0833 2624 2429.79 2429.78
94.1667 2624 2429.79 2429.78
94.25 2624 2429.79 2429.78
94.3333 2624 2429.79 2429.78
94.4167 2624 2429.79 2429.78
94.5 2624 2429.79 2429.78
94.5833 2624 2429.79 2429.78
94.6667 2624 2429.79 2429.78
94.75 2624 2429.79 2429.78
94.8333 2624 2429.79 2429.78
94.9167 2624 2429.79 2429.78
95 2624 2429.79 2429.78
95.0833 2624 2429.79 2429.78
95.1667 2624 2429.79 2429.78
95.25 2624 2429.79 2429.78
95.3333 2624 2429.79 2429.78
95.4167 2624 2429.79 2429.78
95.5 2624 2429.79 2429.78
95.5833 2624 2429.79 2429.78
95.6667 2624 2429.79 2429.78
95.75 2624 2429.79 2429.78
95.8333 2624 2429.79 2429.78
95.9167 2624 2429.79 2429.78
96 2624 2429.79 2429.78
96.0833 2706 2508.17 2508.16
96.1667 2706 2508.17 2508.16
96.25 2706 2508.17 2508.16
96.3333 2706 2508.17 2508.16
96.4167 2706 2508.17 2508.16
96.5 2706 2508.17 2508.16
96.5833 2706 2508.17 2508.16
96.6667 2706 2508.17 2508.16
96.75 2706 2508.17 2508.16
96.8333 2706 2508.17 2508.16
96.9167 2706 2508.17 2508.16
97 2706 2508.17 2508.16
97.0833 2706 2508.17 2508.16
97.1667 2706 2508.17 2508.16
97.25 2706 2508.17 2508.16
97.3333 2706 2508.17 2508.16
97.4167 2706 2508.17 2508.16
97.5 2706 2508.17 2508.16
97.5833 2706 2508.17 2508.16
97.6667 2706 2508.17 2508.16
97.75 2706 2508.17 2508.16
97.8333 2706 2508.17 2508.16
97.9167 2706 2508.17 2508.16
98 2706 2508.17 2508.16
98.0833 2706 2508.17 2508.16
98.1667 2706 2508.17 2508.16
98.25 2706 2508.17 2508.16
98.3333 2706 2508.17 2508.16
98.4167 2706 2508.17 2508.16
98.5 2706 2508.17 2508.16
98.5833 2706 2508.17 2508.16
98.6667 2706 2508.17 2508.16
98.75 2706 2508.17 2508.16
98.8333 2706 2508.17 2508.16
98.9167 2706 2508.17 2508.16
99 2706 2508.17 2508.16
99.0833 2788 2586.55 2586.54
99.1667 2788 2586.55 2586.54
99.25 2788 2586.55 2586.54
99.3333 2788 2586.55 2586.54
99.4167 2788 2586.55 2586.54
99.5 2788 2586.55 2586.54
99.5833 2788 2586.55 2586.54
99.6667 2788 2586.55 2586.54
99.75 2788 2586.55 2586.54
99.8333 2788 2586.55 2586.54
99.9167 2788 2586.55 2586.54
100 2788 2586.55 2586.54
100.083 2788 2586.55 2586.54
100.167 2788 2586.55 2586.54
100.25 2788 2586.55 2586.54
100.333 2788 2586.55 2586.54
100.417 2788 2586.55 2586.54
100.5 2788 2586.55 2586.54
100.583 2788 2586.55 2586.54
100.667 2788 2586.55 2586.54
100.75 2788 2586.55 2586.54
100.833 2788 2586.55 2586.54
100.917 2788 2586.55 2586.54
101 2788 2586.55 2586.54
101.083 2788 2586.55 2586.54
101.167 2788 2586.55 2586.54
101.25 2788 2586.55 2586.54
101.333 2788 2586.55 2586.54
101.417 2788 2586.55 2586.54
101.5 2788 2586.55 2586.54
101.583 2788 2586.55 2586.54
101.667 2788 2586.55 2586.54
101.75 2788 2586.55 2586.54
101.833 2788 2586.55 2586.54
101.917 2788 2586.55 2586.54
102 2788 2586.55 2586.54
102.083 2870 2664.94 2664.92
102.167 2870 2664.94 2664.92
102.25 2870 2664.94 2664.92
102.333 2870 2664.94 2664.92
102.417 2870 2664.94 2664.92
102.5 2870 2664.94 2664.92
102.583 2870 2664.94 2664.92
102.667 2870 2664.94 2664.92
102.75 2870 2664.94 2664.92
102.833 2870 2664.94 2664.92
102.917 2870 2664.94 2664.92
103 2870 2664.94 2664.92
103.083 2870 2664.94 2664.92
103.167 2870 2664.94 2664.92
103.25 2870 2664.94 2664.92
103.333 2870 2664.94 2664.92
103.417 2870 2664.94 2664.92
103.5 2870 2664.94 2664.92
103.583 2870 2664.94 2664.92
103.667 2870 2664.94 2664.92
103.75 2870 2664.94 2664.92
103.833 2870 2664.94 2664.92
103.917 2870 2664.94 2664.92
104 2870 2664.94 2664.92
104.083 2870 2664.94 2664.92
104.167 2870 2664.94 2664.92
104.25 2870 2664.94 2664.92
104.333 2870 2664.94 2664.92
104.417 2870 2664.94 2664.92
104.5 2870 2664.94 2664.92
104.583 2870 2664.94 2664.92
104.667 2870 2664.94 2664.92
104.75 2870 2664.94 2664.92
104.833 2870 2664.94 2664.92
104.917 2870 2664.94 2664.92
105 2870 2664.94 2664.92
105.083 2952 2743.32 2743.31
105.167 2952 2743.32 2743.31
105.25 2952 2743.32 2743.31
105.333 2952 2743.32 2743.31
105.417 2952 2743.32 2743.31
105.5 2952 2743.32 2743.31
105.583 2952 2743.32 2743.31
105.667 2952 2743.32 2743.31
105.75 2952 2743.32 2743.31
105.833 2952 2743.32 2743.31
105.917 2952 2743.32 2743.31
106 2952 2743.32 2743.31
106.083 2952 2743.32 2743.31
106.167 2952 2743.32 2743.31
106.25 2952 2743.32 2743.31
106.333 2952 2743.32 2743.3
106.417 2952 2743.32 2743.3
106.5 2952 2743.32 2743.3
106.583 2952 2743.32 2743.3
106.667 2952 2743.32 2743.3
106.75 2952 2743.32 2743.3
106.833 2952 2743.32 2743.3
106.917 2952 2743.32 2743.3
107 2952 2743.32 2743.3
107.083 2952 2743.32 2743.3
107.167 2952 2743.32 2743.3
107.25 2952 2743.32 2743.3
107.333 2952 2743.32 2743.3
107.417 2952 2743.32 2743.3
107.5 2952 2743.32 2743.3
107.583 2952 2743.32 2743.3
107.667 2952 2743.32 2743.3
107.75 2952 2743.32 2743.3
107.833 2952 2743.32 2743.3
107.917 2952 2743.32 2743.3
108 2952 2743.32 2743.3
108.083 3034 2821.7 2821.69
108.167 3034 2821.7 2821.69
108.25 3034 2821.7 2821.69
108.333 3034 2821.7 2821.69
108.417 3034 2821.7 2821.69
108.5 3034 2821.7 2821.69
108.583 3034 2821.7 2821.69
108.667 3034 2821.7 2821.69
108.75 3034 2821.7 2821.69
108.833 3034 2821.7 2821.69
108.917 3034 2821.7 2821.69
109 3034 2821.7 2821.69
109.083 3034 2821.7 2821.69
109.167 3034 2821.7 2821.69
109.25 3034 2821.7 2821.69
109.333 3034 2821.7 2821.69
109.417 3034 2821.7 2821.69
109.5 3034 2821.7 2821.69
109.583 3034 2821.7 2821.69
109.667 3034 2821.7 2821.69
109.75 3034 2821.7 2821.69
109.833 3034 2821.7 2821.69
109.917 3034 2821.7 2821.69
110 3034 2821.7 2821.69
110.083 3034 2821.7 2821.69
110.167 3034 2821.7 2821.69
110.25 3034 2821.7 2821.69
110.333 3034 2821.7 2821.69
110.417 3034 2821.7 2821.69
110.5 3034 2821.7 2821.69
110.583 3034 2821.7 2821.69
110.667 3034 2821.7 2821.69
110.75 3034 2821.7 2821.69
110.833 3034 2821.7 2821.69
110.917 3034 2821.7 2821.69
111 3034 2821.7 2821.69
111.083 3116 2900.09 2900.07
111.167 3116 2900.09 2900.07
111.25 3116 2900.09 2900.07
111.333 3116 2900.09 2900.07
111.417 3116 2900.09 2900.07
111.5 3116 2900.09 2900.07
111.583 3116 2900.09 2900.07
111.667 3116 2900.09 2900.07
111.75 3116 2900.09 2900.07
111.833 3116 2900.09 2900.07
111.917 3116 2900.09 2900.07
112 3116 2900.09 2900.07
112.083 3116 2900.09 2900.07
112.167 3116 2900.09 2900.07
112.25 3116 2900.09 2900.07
112.333 3116 2900.09 2900.07
112.417 3116 2900.09 2900.07
112.5 3116 2900.09 2900.07
112.583 3116 2900.09 2900.07
112.667 3116 2900.09 2900.07
112.75 3116 2900.09 2900.07
112.833 3116 2900.09 2900.07
112.917 3116 2900.09 2900.07
113 3116 2900.09 2900.07
113.083 3116 2900.09 2900.07
113.167 3116 2900.09 2900.07
113.25 3116 2900.09 2900.07
113.333 3116 2900.09 2900.07
113.417 3116 2900.09 2900.07
113.5 3116 2900.09 2900.07
113.583 3116 2900.09 2900.07
113.667 3116 2900.09 2900.07
113.75 3116 2900.09 2900.07
113.833 3116 2900.09 2900.07
113.917 3116 2900.09 2900.07
114 3116 2900.09 2900.07
114.083 3198 2978.47 2978.45
114.167 3198 2978.47 2978.45
114.25 3198 2978.47 2978.45
114.333 3198 2978.47 2978.45
114.417 3198 2978.47 2978.45
114.5 3198 2978.47 2978.45
114.583 3198 2978.47 2978.45
114.667 3198 2978.47 2978.45
114.75 3198 2978.47 2978.45
114.833 3198 2978.47 2978.45
114.917 3198 2978.47 2978.45
115 3198 2978.47 2978.45
115.083 3198 2978.47 2978.45
115.167 3198 2978.47 2978.45
115.25 3198 2978.47 2978.45
115.333 3198 2978.47 2978.45
115.417 3198 2978.47 2978.45
115.5 3198 2978.47 2978.45
115.583 3198 2978.47 2978.45
115.667 3198 2978.47 2978.45
115.75 3198 2978.47 2978.45
115.833 3198 2978.47 2978.45
115.917 3198 2978.47 2978.45
116 3198 2978.47 2978.45
116.083 3198 2978.47 2978.45
116.167 3198 2978.47 2978.45
116.25 3198 2978.47 2978.45
116.333 3198 2978.47 2978.45
116.417 3198 2978.47 2978.45
116.5 3198 2978.47 2978.45
116.583 3198 2978.47 2978.45
116.667 3198 2978.47 2978.45
116.75 3198 2978.47 2978.45
116.833 3198 2978.47 2978.45
116.917 3198 2978.47 2978.45
117 3198 2978.47 2978.45
117.083 3280 3056.85 3056.84
117.167 3280 3056.85 3056.84
117.25 3280 3056.85 3056.84
117.333 3280 3056.85 3056.84
117.417 3280 3056.85 3056.84
117.5 3280 3056.85 3056.84
117.583 3280 3056.85 3056.84
117.667 3280 3056.85 3056.84
117.75 3280 3056.85 3056.84
117.833 3280 3056.85 3056.84
117.917 3280 3056.85 3056.84
118 3280 3056.85 3056.84
118.083 3280 3056.85 3056.84
118.167 3280 3056.85 3056.84
118.25 3280 3056.85 3056.84
118.333 3280 3056.85 3056.84
118.417 3280 3056.85 3056.84
118.5 3280 3056.85 3056.84
118.583 3280 3056.85 3056.84
118.667 3280 3056.85 3056.84
118.75 3280 3056.85 3056.84
118.833 3280 3056.85 3056.84
118.917 3280 3056.85 3056.84
119 3280 3056.85 3056.84
119.083 3280 3056.85 3056.84
119.167 3280 3056.85 3056.84
119.25 3280 3056.85 3056.84
119.333 3280 3056.85 3056.84
119.417 3280 3056.85 3056.84
119.5 3280 3056.85 3056.84
119.583 3280 3056.85 3056.83
119.667 3280 3056.85 3056.83
119.75 3280 3056.85 3056.83
119.833 3280 3056.85 3056.83
119.917 3280 3056.85 3056.83
120 3280 3135.24 3135.22
